"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.556129040E-1,-3.500322819E0,7.422025204E-1,9.193734169E0,9.865488958E0
6.576127870E-1,-3.490746021E0,7.374141216E-1,9.193734169E0,9.861735919E0
6.596131770E-1,-3.495534420E0,7.469909191E-1,9.186552048E0,9.857458843E0
6.616129820E-1,-3.493140221E0,7.374141216E-1,9.172186852E0,9.842500690E0
6.636124350E-1,-3.495534420E0,7.374141216E-1,9.181763649E0,9.852275076E0
6.656122400E-1,-3.488351822E0,7.326257229E-1,9.193734169E0,9.860531773E0
6.676127080E-1,-3.490746021E0,7.398083210E-1,9.191340446E0,9.859683734E0
6.696128260E-1,-3.490746021E0,7.469909191E-1,9.184157372E0,9.853529816E0
6.716128650E-1,-3.493140221E0,7.398083210E-1,9.176975250E0,9.847142717E0
6.736128260E-1,-3.485957623E0,7.254431248E-1,9.184157372E0,9.850224104E0
6.756133720E-1,-3.495534420E0,7.254431248E-1,9.181763649E0,9.851386314E0
6.776140370E-1,-3.500322819E0,7.230489254E-1,9.176975250E0,9.848448321E0
6.796143100E-1,-3.495534420E0,7.302315235E-1,9.179368973E0,9.849508297E0
6.816141540E-1,-3.495534420E0,7.398083210E-1,9.172186852E0,9.843530305E0
6.836145050E-1,-3.493140221E0,7.493851185E-1,9.165003777E0,9.836711894E0
6.856150130E-1,-3.500322819E0,7.326257229E-1,9.165003777E0,9.838002567E0
6.876154040E-1,-3.509899616E0,7.374141216E-1,9.157821655E0,9.835083750E0
6.896150130E-1,-3.507505417E0,7.374141216E-1,9.167398453E0,9.843148288E0
6.916149740E-1,-3.493140221E0,7.422025204E-1,9.162610054E0,9.833936963E0
6.936153650E-1,-3.497928619E0,7.398083210E-1,9.160215378E0,9.833227687E0
6.956155600E-1,-3.512293816E0,7.398083210E-1,9.167398453E0,9.845035225E0
6.976161070E-1,-3.509899616E0,7.493851185E-1,9.160215378E0,9.838217274E0
6.996155210E-1,-3.507505417E0,7.422025204E-1,9.155426979E0,9.832359941E0
7.016160290E-1,-3.509899616E0,7.493851185E-1,9.157821655E0,9.835988554E0
7.036169270E-1,-3.517082214E0,7.374141216E-1,9.157821655E0,9.837649331E0
7.056176300E-1,-3.517082214E0,7.422025204E-1,9.167398453E0,9.846924712E0
7.076178650E-1,-3.521870613E0,7.445967197E-1,9.174580574E0,9.855502301E0
7.096180210E-1,-3.517082214E0,7.541735172E-1,9.162610054E0,9.843376860E0
7.116180990E-1,-3.507505417E0,7.517793179E-1,9.174580574E0,9.850923566E0
7.136183330E-1,-3.512293816E0,7.469909191E-1,9.172186852E0,9.850036290E0
7.156189970E-1,-3.519476414E0,7.541735172E-1,9.176975250E0,9.857604509E0
7.176193490E-1,-3.521870613E0,7.565677166E-1,9.160215378E0,9.843043894E0
7.196190760E-1,-3.512293816E0,7.613561153E-1,9.157821655E0,9.837762370E0
7.216191930E-1,-3.505111217E0,7.589619160E-1,9.150638580E0,9.828327135E0
7.236192710E-1,-3.509899616E0,7.589619160E-1,9.148244858E0,9.827807613E0
7.256186460E-1,-3.519476414E0,7.613561153E-1,9.145850182E0,9.829188822E0
7.276183720E-1,-3.514688015E0,7.565677166E-1,9.157821655E0,9.838248016E0
7.296185680E-1,-3.517082214E0,7.613561153E-1,9.153033257E0,9.835016433E0
7.316189970E-1,-3.512293816E0,7.709329724E-1,9.145850182E0,9.827365926E0
7.336193100E-1,-3.509899616E0,7.709329724E-1,9.145850182E0,9.826510495E0
7.356190370E-1,-3.502717018E0,7.805097699E-1,9.145850182E0,9.824703433E0
7.376190370E-1,-3.507505417E0,7.709329724E-1,9.157821655E0,9.836799752E0
7.396195440E-1,-3.505111217E0,7.661445141E-1,9.160215378E0,9.837800965E0
7.416204040E-1,-3.502717018E0,7.613561153E-1,9.150638580E0,9.827658728E0
7.436215370E-1,-3.497928619E0,7.613561153E-1,9.141061783E0,9.817035106E0
7.456222400E-1,-3.500322819E0,7.661445141E-1,9.148244858E0,9.824948917E0
7.476232550E-1,-3.495534420E0,7.661445141E-1,9.153033257E0,9.827703500E0
7.496243490E-1,-3.493140221E0,7.805097699E-1,9.160215378E0,9.834671823E0
7.516263020E-1,-3.493140221E0,7.757213712E-1,9.155426979E0,9.829832929E0
7.536275130E-1,-3.493140221E0,7.661445141E-1,9.148244858E0,9.822392275E0
7.556282940E-1,-3.490746021E0,7.613561153E-1,9.136273384E0,9.810018464E0
7.576279820E-1,-3.488351822E0,7.565677166E-1,9.153033257E0,9.824408936E0
7.596286070E-1,-3.488351822E0,7.637503147E-1,9.155426979E0,9.827194724E0
7.616288410E-1,-3.481169224E0,7.757213712E-1,9.148244858E0,9.818893359E0
7.636288800E-1,-3.493140221E0,7.757213712E-1,9.153033257E0,9.827603474E0
7.656282940E-1,-3.485957623E0,7.757213712E-1,9.150638580E0,9.822821928E0
7.676295830E-1,-3.495534420E0,7.781155705E-1,9.157821655E0,9.833103386E0
7.696296620E-1,-3.488351822E0,7.733271718E-1,9.155426979E0,9.827943657E0
7.716302080E-1,-3.483563423E0,7.685387731E-1,9.157821655E0,9.828100704E0
7.736305990E-1,-3.481169224E0,7.541735172E-1,9.145850182E0,9.814983057E0
7.756308720E-1,-3.485957623E0,7.541735172E-1,9.155426979E0,9.825605397E0
7.776315370E-1,-3.493140221E0,7.661445141E-1,9.150638580E0,9.824621746E0
7.796317710E-1,-3.497928619E0,7.661445141E-1,9.150638580E0,9.826325278E0
7.816321620E-1,-3.488351822E0,7.589619160E-1,9.136273384E0,9.808981240E0
7.836329040E-1,-3.476380825E0,7.541735172E-1,9.145850182E0,9.813285733E0
7.856333330E-1,-3.471592426E0,7.517793179E-1,9.148244858E0,9.813638983E0
7.876337240E-1,-3.481169224E0,7.517793179E-1,9.148244858E0,9.817030879E0
7.896345440E-1,-3.476380825E0,7.589619160E-1,9.150638580E0,9.818117603E0
7.916351300E-1,-3.485957623E0,7.517793179E-1,9.160215378E0,9.829883949E0
7.936354430E-1,-3.483563423E0,7.541735172E-1,9.179368973E0,9.847070963E0
7.956352080E-1,-3.471592426E0,7.589619160E-1,9.174580574E0,9.838745137E0
7.976356380E-1,-3.478775024E0,7.493851185E-1,9.193734169E0,9.858407665E0
7.996356770E-1,-3.483563423E0,7.469909191E-1,9.186552048E0,9.853220188E0
8.016355990E-1,-3.481169224E0,7.493851185E-1,9.165003777E0,9.832467210E0
8.036350130E-1,-3.476380825E0,7.493851185E-1,9.169792175E0,9.835237172E0
8.056345830E-1,-3.466804028E0,7.541735172E-1,9.181763649E0,9.843388216E0
8.076341540E-1,-3.464409828E0,7.565677166E-1,9.181763649E0,9.842728985E0
8.096344660E-1,-3.476380825E0,7.493851185E-1,9.188945770E0,9.853097283E0
8.116348570E-1,-3.469198227E0,7.445967197E-1,9.193734169E0,9.854669380E0
8.136353260E-1,-3.462015629E0,7.493851185E-1,9.186552048E0,9.845804629E0
8.156359900E-1,-3.471592426E0,7.493851185E-1,9.184157372E0,9.846942604E0
8.176370830E-1,-3.464409828E0,7.422025204E-1,9.193734169E0,9.852804068E0
8.196380210E-1,-3.464409828E0,7.493851185E-1,9.198522568E0,9.857815729E0
8.216388020E-1,-3.466804028E0,7.541735172E-1,9.205705643E0,9.865724719E0
8.236400910E-1,-3.471592426E0,7.565677166E-1,9.205705643E0,9.867591655E0
8.256404040E-1,-3.464409828E0,7.493851185E-1,9.198522568E0,9.857815729E0
8.276405210E-1,-3.454833031E0,7.541735172E-1,9.198522568E0,9.854819450E0
8.296410680E-1,-3.464409828E0,7.469909191E-1,9.203310966E0,9.862102394E0
8.316409900E-1,-3.466804028E0,7.422025204E-1,9.205705643E0,9.864816832E0
8.336413800E-1,-3.454833031E0,7.445967197E-1,9.205705643E0,9.860796719E0
8.356424350E-1,-3.454833031E0,7.445967197E-1,9.205705643E0,9.860796719E0
8.376438410E-1,-3.462015629E0,7.445967197E-1,9.200917244E0,9.858846516E0
8.396452870E-1,-3.457227230E0,7.398083210E-1,9.205705643E0,9.861275417E0
8.416463020E-1,-3.452438831E0,7.398083210E-1,9.208099365E0,9.861832698E0
8.436467320E-1,-3.462015629E0,7.398083210E-1,9.186552048E0,9.845080350E0
8.456475130E-1,-3.450044632E0,7.445967197E-1,9.193734169E0,9.847942943E0
8.476480210E-1,-3.445256233E0,7.398083210E-1,9.196128845E0,9.848141581E0
8.496491150E-1,-3.454833031E0,7.445967197E-1,9.181763649E0,9.838449027E0
8.516502870E-1,-3.447650433E0,7.350199223E-1,9.198522568E0,9.850856065E0
8.536508330E-1,-3.447650433E0,7.350199223E-1,9.198522568E0,9.850856065E0
8.556515760E-1,-3.445256233E0,7.326257229E-1,9.196128845E0,9.847604617E0
8.576523180E-1,-3.438073635E0,7.302315235E-1,9.193734169E0,9.842679329E0
8.596524740E-1,-3.438073635E0,7.230489254E-1,9.191340446E0,9.839913072E0
8.616519660E-1,-3.440467834E0,7.302315235E-1,9.184157372E0,9.834571858E0
8.636514190E-1,-3.442862034E0,7.350199223E-1,9.193734169E0,9.844709302E0
8.656515370E-1,-3.440467834E0,7.302315235E-1,9.196128845E0,9.845752523E0
8.676513410E-1,-3.442862034E0,7.254431248E-1,9.188945770E0,9.839526974E0
8.696510290E-1,-3.438073635E0,7.302315235E-1,9.184157372E0,9.833734541E0
8.716510680E-1,-3.438073635E0,7.182605267E-1,9.174580574E0,9.823908449E0
8.736511460E-1,-3.445256233E0,7.230489254E-1,9.179368973E0,9.831246360E0
8.756514190E-1,-3.435679436E0,7.182605267E-1,9.174580574E0,9.823070807E0
8.776511460E-1,-3.442862034E0,7.182605267E-1,9.169792175E0,9.821114280E0
8.796515760E-1,-3.442862034E0,7.278373241E-1,9.169792175E0,9.821819317E0
8.816515370E-1,-3.442862034E0,7.254431248E-1,9.169792175E0,9.821642187E0
8.836507160E-1,-3.447650433E0,7.326257229E-1,9.160215378E0,9.814916185E0
8.856505990E-1,-3.447650433E0,7.326257229E-1,9.160215378E0,9.814916185E0
8.876498180E-1,-3.450044632E0,7.278373241E-1,9.162610054E0,9.817636077E0
8.896489970E-1,-3.450044632E0,7.230489254E-1,9.174580574E0,9.828455444E0
8.916486850E-1,-3.438073635E0,7.182605267E-1,9.157821655E0,9.808259069E0
8.936479820E-1,-3.450044632E0,7.278373241E-1,9.155426979E0,9.810932591E0
8.956479430E-1,-3.464409828E0,7.206547260E-1,9.167398453E0,9.826630810E0
8.976466930E-1,-3.464409828E0,7.230489254E-1,9.157821655E0,9.817873124E0
8.996457160E-1,-3.464409828E0,7.278373241E-1,9.160215378E0,9.820459684E0
9.016446620E-1,-3.462015629E0,7.230489254E-1,9.157821655E0,9.817028544E0
9.036438410E-1,-3.459621429E0,7.278373241E-1,9.172186852E0,9.829940958E0
9.056441930E-1,-3.462015629E0,7.350199223E-1,9.165003777E0,9.824617078E0
9.076444660E-1,-3.469198227E0,7.302315235E-1,9.162610054E0,9.824560927E0
9.096450130E-1,-3.476380825E0,7.278373241E-1,9.165003777E0,9.829153831E0
9.116449740E-1,-3.462015629E0,7.302315235E-1,9.165003777E0,9.824259998E0
9.136446220E-1,-3.462015629E0,7.254431248E-1,9.167398453E0,9.826139340E0
9.156452080E-1,-3.462015629E0,7.302315235E-1,9.167398453E0,9.826494018E0
9.176454820E-1,-3.471592426E0,7.326257229E-1,9.165003777E0,9.827817085E0
9.196457160E-1,-3.473986626E0,7.350199223E-1,9.165003777E0,9.828841823E0
9.216459120E-1,-3.476380825E0,7.469909191E-1,9.179368973E0,9.843984651E0
9.236455600E-1,-3.483563423E0,7.398083210E-1,9.184157372E0,9.850445528E0
9.256452080E-1,-3.478775024E0,7.445967197E-1,9.176975250E0,9.842417116E0
9.276453650E-1,-3.469198227E0,7.422025204E-1,9.172186852E0,9.834389282E0
9.296455990E-1,-3.469198227E0,7.374141216E-1,9.174580574E0,9.836261720E0
9.316448960E-1,-3.466804028E0,7.445967197E-1,9.174580574E0,9.835958680E0
9.336445830E-1,-3.481169224E0,7.469909191E-1,9.186552048E0,9.852373984E0
9.356445050E-1,-3.471592426E0,7.469909191E-1,9.176975250E0,9.840062203E0
9.376441150E-1,-3.471592426E0,7.517793179E-1,9.160215378E0,9.824798822E0
9.396441540E-1,-3.473986626E0,7.493851185E-1,9.160215378E0,9.825462172E0
9.416432160E-1,-3.466804028E0,7.589619160E-1,9.169792175E0,9.832590803E0
9.436431770E-1,-3.464409828E0,7.589619160E-1,9.167398453E0,9.829514385E0
9.456435680E-1,-3.469198227E0,7.541735172E-1,9.165003777E0,9.828601541E0
9.476432940E-1,-3.466804028E0,7.565677166E-1,9.174580574E0,9.836872144E0
9.496435290E-1,-3.462015629E0,7.589619160E-1,9.174580574E0,9.835370055E0
9.516442320E-1,-3.466804028E0,7.541735172E-1,9.174580574E0,9.836688293E0
9.536445440E-1,-3.469198227E0,7.541735172E-1,9.179368973E0,9.841998210E0
9.556454040E-1,-3.462015629E0,7.661445141E-1,9.172186852E0,9.833694182E0
9.576454040E-1,-3.452438831E0,7.613561153E-1,9.162610054E0,9.821019296E0
9.596454040E-1,-3.454833031E0,7.589619160E-1,9.181763649E0,9.839546644E0
9.616447010E-1,-3.447650433E0,7.517793179E-1,9.184157372E0,9.838709889E0
9.636440760E-1,-3.457227230E0,7.541735172E-1,9.167398453E0,9.826616519E0
9.656434900E-1,-3.459621429E0,7.589619160E-1,9.174580574E0,9.834527560E0
9.676441540E-1,-3.452438831E0,7.517793179E-1,9.169792175E0,9.826982984E0
9.696430210E-1,-3.454833031E0,7.565677166E-1,9.167398453E0,9.825958496E0
9.716418100E-1,-3.457227230E0,7.493851185E-1,9.174580574E0,9.832951077E0
9.736409120E-1,-3.454833031E0,7.469909191E-1,9.172186852E0,9.829693705E0
9.756401690E-1,-3.466804028E0,7.422025204E-1,9.176975250E0,9.838011460E0
9.776399350E-1,-3.454833031E0,7.445967197E-1,9.184157372E0,9.840683013E0
9.796399350E-1,-3.454833031E0,7.350199223E-1,9.181763649E0,9.837728867E0
9.816399740E-1,-3.454833031E0,7.398083210E-1,9.169792175E0,9.826915903E0
9.836402080E-1,-3.447650433E0,7.374141216E-1,9.172186852E0,9.826448226E0
9.856406380E-1,-3.454833031E0,7.278373241E-1,9.179368973E0,9.834959745E0
9.876414580E-1,-3.462015629E0,7.278373241E-1,9.181763649E0,9.839719665E0
9.896418880E-1,-3.459621429E0,7.374141216E-1,9.172186852E0,9.830654691E0
9.916428260E-1,-3.459621429E0,7.445967197E-1,9.167398453E0,9.826728810E0
9.936441150E-1,-3.462015629E0,7.398083210E-1,9.167398453E0,9.827210334E0
9.956455990E-1,-3.450044632E0,7.350199223E-1,9.179368973E0,9.833812942E0
9.976468490E-1,-3.459621429E0,7.350199223E-1,9.179368973E0,9.837176905E0
9.996478650E-1,-3.462015629E0,7.302315235E-1,9.188945770E0,9.846599142E0
1.001648841E0,-3.459621429E0,7.206547260E-1,9.184157372E0,9.840582823E0
1.003649232E0,-3.473986626E0,7.254431248E-1,9.176975250E0,9.839294972E0
1.005649310E0,-3.471592426E0,7.374141216E-1,9.179368973E0,9.841572451E0
1.007649388E0,-3.473986626E0,7.350199223E-1,9.188945770E0,9.851170577E0
1.009649701E0,-3.478775024E0,7.302315235E-1,9.191340446E0,9.854737589E0
1.011650716E0,-3.466804028E0,7.206547260E-1,9.176975250E0,9.836409311E0
1.013650560E0,-3.466804028E0,7.182605267E-1,9.181763649E0,9.840701807E0
1.015650482E0,-3.466804028E0,7.206547260E-1,9.179368973E0,9.838642596E0
1.017651146E0,-3.471592426E0,7.206547260E-1,9.179368973E0,9.840330886E0
1.019651497E0,-3.478775024E0,7.182605267E-1,9.172186852E0,9.835994383E0
1.021651732E0,-3.471592426E0,7.182605267E-1,9.172186852E0,9.833456351E0
1.023651341E0,-3.469198227E0,7.182605267E-1,9.169792175E0,9.830377564E0
1.025651302E0,-3.483563423E0,7.158663273E-1,9.179368973E0,9.844211165E0
1.027650716E0,-3.473986626E0,7.062895298E-1,9.172186852E0,9.833434782E0
1.029650013E0,-3.466804028E0,7.086837292E-1,9.172186852E0,9.831071886E0
1.031649974E0,-3.466804028E0,7.110779285E-1,9.160215378E0,9.820076769E0
1.033650482E0,-3.466804028E0,7.110779285E-1,9.169792175E0,9.829010658E0
1.035650951E0,-3.466804028E0,7.134721279E-1,9.169792175E0,9.829184156E0
1.037651576E0,-3.462015629E0,7.206547260E-1,9.179368973E0,9.836956348E0
1.039651458E0,-3.466804028E0,7.206547260E-1,9.176975250E0,9.836409311E0
1.041651419E0,-3.464409828E0,7.158663273E-1,9.184157372E0,9.841917836E0
1.043651107E0,-3.464409828E0,7.182605267E-1,9.176975250E0,9.835390607E0
1.045651068E0,-3.452438831E0,7.182605267E-1,9.160215378E0,9.815537572E0
1.047650872E0,-3.459621429E0,7.134721279E-1,9.176975250E0,9.833356378E0
1.049651302E0,-3.457227230E0,7.158663273E-1,9.179368973E0,9.834922443E0
1.051651146E0,-3.450044632E0,7.134721279E-1,9.184157372E0,9.836696451E0
1.053651185E0,-3.450044632E0,7.110779285E-1,9.181763649E0,9.834288154E0
1.055651888E0,-3.442862034E0,7.158663273E-1,9.184157372E0,9.834353573E0
1.057652435E0,-3.447650433E0,7.158663273E-1,9.186552048E0,9.838266953E0
1.059652826E0,-3.452438831E0,7.038952708E-1,9.193734169E0,9.845788460E0
1.061653372E0,-3.452438831E0,7.086837292E-1,9.193734169E0,9.846131955E0
1.063654193E0,-3.447650433E0,7.158663273E-1,9.191340446E0,9.842738303E0
1.065654154E0,-3.452438831E0,7.230489254E-1,9.198522568E0,9.851647124E0
1.067653997E0,-3.462015629E0,7.230489254E-1,9.198522568E0,9.855007326E0
1.069654622E0,-3.459621429E0,7.182605267E-1,9.196128845E0,9.851581820E0
1.071655951E0,-3.459621429E0,7.134721279E-1,9.196128845E0,9.851233864E0
1.073656068E0,-3.464409828E0,7.158663273E-1,9.191340446E0,9.848621186E0
1.075656263E0,-3.471592426E0,7.134721279E-1,9.191340446E0,9.850976381E0
1.077656497E0,-3.466804028E0,7.158663273E-1,9.188945770E0,9.847229008E0
1.079656419E0,-3.464409828E0,7.182605267E-1,9.203310966E0,9.859967870E0
1.081656185E0,-3.464409828E0,7.278373241E-1,9.200917244E0,9.858436020E0
1.083655247E0,-3.471592426E0,7.158663273E-1,9.193734169E0,9.853383507E0
1.085655169E0,-3.466804028E0,7.110779285E-1,9.184157372E0,9.842413759E0
1.087654193E0,-3.469198227E0,7.086837292E-1,9.193734169E0,9.852020957E0
1.089652865E0,-3.462015629E0,7.062895298E-1,9.191340446E0,9.847087707E0
1.091652279E0,-3.452438831E0,7.086837292E-1,9.181763649E0,9.834955527E0
1.093652318E0,-3.450044632E0,7.062895298E-1,9.179368973E0,9.831707258E0
1.095652122E0,-3.459621429E0,7.015010715E-1,9.198522568E0,9.852608874E0
1.097651810E0,-3.462015629E0,7.015010715E-1,9.191340446E0,9.846745410E0
1.099651068E0,-3.454833031E0,7.086837292E-1,9.179368973E0,9.833560832E0
1.101650677E0,-3.452438831E0,7.182605267E-1,9.174580574E0,9.828945049E0
1.103650443E0,-3.464409828E0,7.254431248E-1,9.186552048E0,9.844853565E0
1.105650013E0,-3.452438831E0,7.254431248E-1,9.193734169E0,9.847352415E0
1.107649037E0,-3.457227230E0,7.326257229E-1,9.193734169E0,9.849563876E0
1.109648216E0,-3.447650433E0,7.254431248E-1,9.186552048E0,9.838968430E0
1.111647318E0,-3.452438831E0,7.254431248E-1,9.179368973E0,9.833942055E0
1.113645599E0,-3.457227230E0,7.254431248E-1,9.172186852E0,9.828921583E0
1.115644662E0,-3.452438831E0,7.206547260E-1,9.174580574E0,9.829120298E0
1.117643997E0,-3.462015629E0,7.158663273E-1,9.176975250E0,9.834372962E0
1.119643372E0,-3.459621429E0,7.158663273E-1,9.172186852E0,9.829061841E0
1.121643099E0,-3.454833031E0,7.182605267E-1,9.174580574E0,9.829786273E0
1.123642591E0,-3.454833031E0,7.278373241E-1,9.174580574E0,9.830490687E0
1.125642396E0,-3.457227230E0,7.302315235E-1,9.174580574E0,9.831509900E0
1.127642357E0,-3.450044632E0,7.278373241E-1,9.155426979E0,9.810932591E0
1.129642708E0,-3.438073635E0,7.230489254E-1,9.160215378E0,9.810845827E0
1.131642201E0,-3.442862034E0,7.230489254E-1,9.169792175E0,9.821465638E0
1.133641654E0,-3.450044632E0,7.158663273E-1,9.179368973E0,9.832399875E0
1.135641888E0,-3.447650433E0,7.182605267E-1,9.169792175E0,9.822793911E0
1.137641576E0,-3.445256233E0,7.206547260E-1,9.174580574E0,9.826599740E0
1.139642318E0,-3.442862034E0,7.254431248E-1,9.174580574E0,9.826112935E0
1.141641576E0,-3.442862034E0,7.254431248E-1,9.169792175E0,9.821642187E0
1.143641263E0,-3.440467834E0,7.254431248E-1,9.176975250E0,9.827510437E0
1.145641380E0,-3.442862034E0,7.086837292E-1,9.181763649E0,9.831597801E0
1.147642435E0,-3.440467834E0,7.134721279E-1,9.174580574E0,9.824397697E0
1.149643138E0,-3.435679436E0,7.158663273E-1,9.176975250E0,9.825132698E0
1.151643412E0,-3.445256233E0,7.158663273E-1,9.174580574E0,9.826249733E0
1.153644310E0,-3.447650433E0,7.182605267E-1,9.169792175E0,9.822793911E0
1.155645052E0,-3.440467834E0,7.182605267E-1,9.181763649E0,9.831454664E0
1.157645208E0,-3.447650433E0,7.110779285E-1,9.181763649E0,9.833448481E0
1.159645130E0,-3.445256233E0,7.086837292E-1,9.179368973E0,9.830200297E0
1.161644701E0,-3.445256233E0,7.086837292E-1,9.176975250E0,9.827965094E0
1.163644857E0,-3.447650433E0,7.134721279E-1,9.179368973E0,9.831386002E0
1.165644896E0,-3.459621429E0,7.062895298E-1,9.176975250E0,9.832837845E0
1.167644232E0,-3.452438831E0,7.086837292E-1,9.176975250E0,9.830485301E0
1.169643763E0,-3.450044632E0,7.134721279E-1,9.184157372E0,9.836696451E0
1.171643919E0,-3.447650433E0,7.086837292E-1,9.179368973E0,9.831039664E0
1.173644232E0,-3.445256233E0,7.182605267E-1,9.174580574E0,9.826424447E0
1.175645404E0,-3.459621429E0,7.230489254E-1,9.179368973E0,9.836289693E0
1.177646185E0,-3.459621429E0,7.230489254E-1,9.172186852E0,9.829587571E0
1.179647240E0,-3.459621429E0,7.254431248E-1,9.155426979E0,9.814127130E0
1.181648451E0,-3.457227230E0,7.278373241E-1,9.162610054E0,9.820162437E0
1.183649662E0,-3.462015629E0,7.326257229E-1,9.157821655E0,9.817738545E0
1.185651068E0,-3.452438831E0,7.350199223E-1,9.160215378E0,9.816778185E0
1.187652005E0,-3.445256233E0,7.398083210E-1,9.157821655E0,9.812380156E0
1.189651029E0,-3.450044632E0,7.422025204E-1,9.167398453E0,9.823180083E0
1.191650521E0,-3.440467834E0,7.493851185E-1,9.169792175E0,9.822600751E0
1.193650677E0,-3.440467834E0,7.541735172E-1,9.167398453E0,9.820732712E0
1.195650990E0,-3.430891037E0,7.493851185E-1,9.172186852E0,9.821486802E0
1.197651224E0,-3.428496838E0,7.422025204E-1,9.176975250E0,9.824577848E0
1.199651224E0,-3.430891037E0,7.445967197E-1,9.174580574E0,9.823358198E0
1.201652083E0,-3.418920040E0,7.445967197E-1,9.184157372E0,9.828132332E0
1.203652044E0,-3.409343243E0,7.517793179E-1,9.176975250E0,9.818638818E0
1.205652708E0,-3.409343243E0,7.589619160E-1,9.179368973E0,9.821428576E0
1.207653646E0,-3.409343243E0,7.541735172E-1,9.176975250E0,9.818822423E0
1.209654349E0,-3.416525841E0,7.517793179E-1,9.186552048E0,9.830084409E0
1.211655169E0,-3.409343243E0,7.445967197E-1,9.181763649E0,9.822567349E0
1.213655833E0,-3.404554844E0,7.469909191E-1,9.184157372E0,9.823326104E0
1.215656380E0,-3.399766445E0,7.469909191E-1,9.186552048E0,9.823906852E0
1.217657044E0,-3.383007050E0,7.493851185E-1,9.179368973E0,9.811581396E0
1.219658372E0,-3.380612850E0,7.469909191E-1,9.186552048E0,9.817294801E0
1.221658490E0,-3.390189648E0,7.374141216E-1,9.191340446E0,9.824352632E0
1.223659115E0,-3.385401249E0,7.422025204E-1,9.188945770E0,9.820821278E0
1.225659427E0,-3.387795448E0,7.350199223E-1,9.196128845E0,9.827827737E0
1.227659310E0,-3.394978046E0,7.326257229E-1,9.198522568E0,9.832366644E0
1.229658997E0,-3.390189648E0,7.230489254E-1,9.205705643E0,9.836727198E0
1.231659271E0,-3.397372246E0,7.230489254E-1,9.193734169E0,9.828005184E0
1.233659857E0,-3.394978046E0,7.326257229E-1,9.188945770E0,9.823407797E0
1.235660560E0,-3.397372246E0,7.302315235E-1,9.193734169E0,9.828536220E0
1.237661224E0,-3.397372246E0,7.254431248E-1,9.205705643E0,9.839381194E0
1.239662591E0,-3.416525841E0,7.254431248E-1,9.210494041E0,9.850488162E0
1.241663412E0,-3.421314240E0,7.182605267E-1,9.220070839E0,9.860577852E0
1.243664388E0,-3.418920040E0,7.110779285E-1,9.215282440E0,9.854748932E0
